,text,root,event,label
6310,"No , that will be all today . Thank you .",be,today that be,1
6311,Thank you for contacting us and have a nice day .,Thank,Thank contacting day have for nice us you a,1
6312,Can you help me find a train going to cambridge that arrives by 18:30 ?,help,that 18:30 me by help arrives find you,1
6313,"Okay , I think I can help you . Where will be coming from ?",,,0
6314,I will be departing kings lynn .,,,0
6315,The TR3677 arrives at 17:58 . Would you like to book it ?,arrives,TR3677 arrives at 17:58,1
6316,Yes for 2 people on a Tuesday please . And I would like the reference number .,Yes,Tuesday 2 on for please Yes people,1
6317,I 'm going with TR5793 since you are travelling on Tuesday arriving at the same time . The total fee is 19.6 GBP payable at the station . Reference number is : 4NLGW7WM .,going,travelling Tuesday I on you going,1
6318,Thanks so much . Can you also help me look for the Carolina Bed and Breakfast ?,,,0
6319,"Carolina Bed and Breakfast is in the East , it is a guesthouse in the moderate price range . Would you like to book a room ?",,,0
6320,Yes please . Two nights from Tuesday for two people .,nights,from Two nights Tuesday,1
6321,I got your room booked at the Carolina Bed and Breakfast . Your reference is FYLDIZUF . Is there anything else I can help you with today ?,Is,with I you Is help today anything,1
6322,I need a room for the same group of people for 1 night on the same day . And I need the reference number then too please,need,room night same the 1 need for day I on,1
6323,Ok I will book it for you,,,0
6324,"I would like a 3 - star hotel with free WiFi , please .",,,0
6325,"Yes , there are 5 different options to choose from . What area will you be staying in ?",,,0
6326,I do n't have a particular area in mind but I do also need free parking please .,,,0
6327,How about the hamilton lodge . It is in the north of town and meets your requirements including parking .,,,0
6328,that sounds nice but will you book it for 7 people and 4 nights starting from wednesday,sounds,from you for starting sounds it nights people wednesday that book 7 4,1
6329,"Your booking was successful , the reference number is CUY4J5PR . Is there anything else I can help you with today ?",Is,with I you Is today help anything,1
6330,"Yes , I 'm also looking for a cheap Chinese food restaurant . Can you recommend one ?",,,0
6331,"Sure , there are 4 options . I recommend charlie chan . would you like a booking ?",,,0
6332,I should have mentioned I am looking for a restaurant in the centre . Sorry about that .,,,0
6333,"Okay , the three results are the same . I still recommend charlie chan . Do you need more help today ?",need,you need help today,1
6334,"Yes , please book that restaurant for me . It 'll be 7 people on wednesday at 14:45 . I 'll definitely need a reference number .",be,It wednesday be on 14:45 at,1
6335,"I 'm sorry , I am unable to book it for that time . Do you have another time that will work ?",,,0
6336,"Thanks for trying . Let 's do Thursday , please .",Let,Thursday Let 's do,1
6337,Booking is all set your ref number is 05MF6IQL,,,0
6338,That 's all I needed today . Thanks for your help . Goodbye !,'s,all today 's needed That I,1
6339,Thank you enjoy the rest of your day !,,,0
6340,I will be going to Cambridge to do the tourist thing and would like a hotel in the moderate price range .,,,0
6341,We have many moderately - priced places to stay ! Are you interested in staying in a particular area ?,,,0
6342,"No , but I definitely want a four star hotel .",,,0
6343,we have a variety . if we can narrow down by need of internet and parking,,,0
6344,Actually are any of them 4 stars ?,,,0
6345,"Yes , 11 of them are 4 - star hotels . Do you need one with internet and/or parking ?",,,0
6346,i 'd like free parking .,,,0
6347,"I would recommend the kirkwood house , located on the north side of town at 172 chesterton road . Would you be interested in booking a room ?",,,0
6348,"Not yet , but I would like the postcode .",,,0
6349,The postcode for the Kirkwood House is cb41da . Is there anything else I can help you with ?,,,0
6350,"I am also looking for places to go in town , preferably in the centre .",,,0
6351,"The center offers architecture , colleges , boats , cinema , concert halls , museums , nightclubs , parks and theatres . What appeals to you ?",,,0
6352,How about a concert hall ?,,,0
6353,The Man on the Moon is the only concert hall in the area of centre . I have no info on their entrance fee but their phone is 01223447144 .,have,01223447144 is have info phone I,1
6354,Thank you . Can I also get the address and postcode ?,,,0
6355,the address is 2 norfolk street and the postcode is cb12lf . any other information you 'd like to have ?,,,0
6356,Thank you for your help . That 's all for today .,'s,'s for today That,1
6357,Have a wonderful time .,,,0
6358,"Thank you , take care !",,,0
6359,Enjoy your stay !,,,0
6360,I need to catch a train in Broxbourne on Wednesday .,need,train on need I catch Wednesday,1
6361,What time would you like to leave Broxbourne ?,,,0
6362,I need to arrive in Cambridge by 17:15 please .,need,need 17:15 I arrive by please,1
6363,There is a train arriving in Cambridge by 7:32 .,is,7:32 is by arriving train,1
6364,Train ID please and thank you,,,0
6365,"I 'd suggest TR5972 , it departs at 15:32 arrives by 16:32 . It costs 17.90 pounds per ticket .",departs,it 16:32 15:32 at by departs arrives,1
6366,Thank you I also would like a place to eat in the centre that serves afternoon tea food .,Thank,afternoon like serves food you place in Thank that eat centre I,1
6367,"No record match your search , can I try anything else ?",,,0
6368,How about one that serves international food ?,,,0
6369,I have the varsity and the bloomsbury restaurants when would you like to book,,,0
6370,I would like to book at Varsity for 5 people around 20:45 on the same day I arrive .,like,20:45 same book the around I on like day,1
6371,No problem ! I have a table booked for you . Your reference number is KFUNWVWH . What else can I do for you ?,,,0
6372,Nothing else for today . Thank you .,Nothing,for today Nothing,1
6373,Have a good day !,,,0
6374,I would like to dine at a restaurant serving Indian food on the east side of town . Any suggestions ?,,,0
6375,Okay there are four different restaurants . What is your price range ?,,,0
6376,Price does not matter .,,,0
6377,I would recommend Pipasha Restaurant .,,,0
6378,"Great , can you book me for 5 people at 11:45 on tuesday ?",book,people book 5 11:45 you at for tuesday me on,1
6379,Booking was successful . The table will be reserved for 15 minutes . Reference number is : MLAA1D4V . anything else i can help you with today ?,anything,i you help today anything with,1
6380,"I also need to travel by train to Norwich , some time on Tuesday after 14:30 .",need,on need time after travel Tuesday I 14:30,1
6381,There is a train departing Cambridge for Norwich at 14:36 on Tuesday . Would you like me to book this ?,is,14:36 Cambridge at Tuesday is departing on train,1
6382,Yes please and I need a confirmation number,,,0
6383,It has been booked ! Reference number is BSJKVN2Y . Do you need anything else ?,,,0
6384,Thank you goodbye,,,0
6385,"You 're welcome , have a great day !",,,0
6386,I 'm looking for a place to go in the centre of town .,,,0
6387,We offer lots to do in the center of town . We have everything from boats and parks to nightclubs . Are you in the mood for anything particular ?,,,0
6388,Do you have any suggestions ? I would just need the postcode and phone number and let me know what kind of attraction you suggest . Thanks !,,,0
6389,"If you are interested in architecture , there is All Saints Church . The phone number is 01223452587 and the postcode is cb58bs .",is,number is 01223452587,1
6390,"Great , thank you so much ! I will check it out .",,,0
6391,You 're quite welcome ! Thanks for contacting the Cambridge TownInfo Centre and have a great day !,,,0
6392,I need help finding a place to eat that is moderately priced and located in the east .,,,0
6393,"I have three restaurants with that information , can I ask what type of food you are looking for to narrow it down ?",,,0
6394,I would like an Italian restaurant .,,,0
6395,Pizza Hut Fen Ditton is the only moderate Italian restaurant in the east . Would you like a reservation ?,,,0
6396,"Yes , please , I would like a reservation for 4 people at 1:45 on Saturday .",like,like at Saturday reservation on I 1:45,1
6397,Booking was unsuccessful . Want to find another restaurant ?,,,0
6398,Are there any other restaurants in the same area in the moderate price range ?,,,0
6399,Yes I have several Indian restaurants if you are interested .,,,0
6400,Sure . Please book me at one of those .,,,0
6401,"I 'd be happy to . What day and time would you like the reservation , and for how many people ?",,,0
6402,"4 people at 13:45 on saturday , please .",people,people on 13:45 4 at saturday,1
6403,I 've booked you a table for 4 at 13:45 at Curry Prince . Your reference number is GE1NWVTX . Is there anything else I can help with today ?,Is,with Is help anything today I,1
6404,"No , that 's all I needed . Have a nice day .",Have,nice Have day a,1
6405,"Happy to be of service , and I hope you enjoy your meal !",,,0
6406,I 'd like to book a taxi . I need it to arrive by 14:15 and my destination is Cambridge Lodge Restaurant .,need,I 14:15 it by arrive need,1
6407,"Thank you , but before I can create your booking I need to know where you 'll be departing from .",,,0
